# See the documentation on the wiki to learn how to edit this file.
#-------------------------------
# CLEMENTI-VILLE (204) - ROUTE 102 (203)
# ROUTE 12 (178) - ROUTE 8 (172)
178,W,0,172,E,18
# JADIELLE (156) - ROUTE 8 (172)
156,N,180,172,S,0
# ROUTE 5 (173) - ROUTE 8 (172)
173,E,36,172,W,0
# ROUTE 15 (184) - ROUTE 8 (172)
184,E,0,172,W,90
# SAFRANIA (174) - ROUTE 8 (172)
174,E,18,172,W,0
# ROUTE 7 (180) - ROUTE 8 (172)
180,N,36,172,S,0
# ROUTE 5 (173) - ROUTE 14 (183)
173,E,126,183,W,0
# ROUTE 15 (184) - ROUTE 14 (183)
184,E,0,183,W,0
# ROUTE 13 (179) - ROUTE 14 (183)
179,S,0,183,N,0
# ROUTE 1 (157) - ROUTE 14 (183)
157,S,164,183,N,0
# SAFRANIA (174) - ROUTE 14 (183)
174,E,108,183,W,0
# ARGENTA (162) - ROUTE 24 (167)
162,N,150,167,S,0
# ROUTE 25 (168) - ROUTE 24 (167)
168,S,0,167,N,0
# ROUTE 13 (179) - ROUTE 12 (178)
179,N,40,178,S,0
# SAFRANIA (174) - ROUTE 12 (178)
174,S,80,178,N,0
# ROUTE 7 (175) - ROUTE 12 (178)
175,S,100,178,N,0
# ROUTE 1 (157) - JADIELLE (156)
157,N,0,156,S,16
# SAFRANIA (174) - JADIELLE (156)
174,S,0,156,N,140
# ROUTE 22 (158) - JADIELLE (156)
158,E,0,156,W,5
# ROUTE 7 (175) - JADIELLE (156)
175,S,0,156,N,120
# ROUTE 5 (173) - ARGENTA (162)
173,N,0,162,S,144
# ROUTE 3 (164) - ARGENTA (162)
164,W,0,162,E,6
# ROUTE 13 (179) - ROUTE 5 (173)
179,W,0,173,E,108
# SAFRANIA (174) - ROUTE 5 (173)
174,N,0,173,S,0
# PARMANIE (185) - ROUTE 5 (173)
185,E,0,173,W,118
# ROUTE 9 (169) - ROUTE 5 (173)
169,W,22,173,E,0
# ROUTE 7 (175) - ROUTE 5 (173)
175,E,0,173,W,30
# ROUTE 13 (179) - ROUTE 15 (184)
179,W,18,184,E,0
# ROUTE 1 (157) - ROUTE 15 (184)
157,S,124,184,N,0
# PARMANIE (185) - ROUTE 15 (184)
185,E,8,184,W,0
# ROUTE 9 (169) - ROUTE 15 (184)
169,W,148,184,E,0
# ROUTE 7 (175) - ROUTE 15 (184)
175,E,96,184,W,0
